c1,c2,c3,c4,c5,c6,c7,c8,location,year,c0
51Ëê,3,2,2,1,0,0,0,650000,2011,37
52Ëê,3,2,2,1,1,0,0,650000,2011,38
53Ëê,3,2,2,1,1,1,0,650000,2011,39
54Ëê,2,2,2,1,0,0,0,650000,2011,40
55Ëê,2,2,1,0,1,1,0,650000,2011,41
56Ëê,2,1,1,0,1,1,0,650000,2011,42
57Ëê,2,1,1,0,0,0,0,650000,2011,43
58Ëê,1,1,1,0,0,0,0,650000,2011,44
59Ëê,1,1,1,0,0,0,0,650000,2011,45
60Ëê,0,0,0,0,0,0,0,650000,2011,46
61Ëê,0,0,0,0,0,0,0,650000,2011,47
62Ëê,0,0,0,0,0,0,0,650000,2011,48
63Ëê,0,0,0,0,0,0,0,650000,2011,49
64Ëê,0,0,0,0,0,0,0,650000,2011,50
65Ëê¼°ÒÔÉÏ,0,0,0,0,0,0,0,650000,2011,51
ºÏ¼Æ,,,,,,,,530000,2011,1
16Ëê¼°ÒÔÏÂ,,,,,,,,530000,2011,2
17Ëê,,,,,,,,530000,2011,3
18Ëê,,,,,,,,530000,2011,4
19Ëê,,,,,,,,530000,2011,5
20Ëê,,,,,,,,530000,2011,6
21Ëê,,,,,,,,530000,2011,7
22Ëê,,,,,,,,530000,2011,8
23Ëê,,,,,,,,530000,2011,9
24Ëê,,,,,,,,530000,2011,10
25Ëê,,,,,,,,530000,2011,11
26Ëê,,,,,,,,530000,2011,12
27Ëê,,,,,,,,530000,2011,13
28Ëê,,,,,,,,530000,2011,14
29Ëê,,,,,,,,530000,2011,15
30Ëê,,,,,,,,530000,2011,16
31Ëê,,,,,,,,530000,2011,17
32Ëê,,,,,,,,530000,2011,18
33Ëê,,,,,,,,530000,2011,19
34Ëê,,,,,,,,530000,2011,20
35Ëê,,,,,,,,530000,2011,21
36Ëê,,,,,,,,530000,2011,22
37Ëê,,,,,,,,530000,2011,23
38Ëê,,,,,,,,530000,2011,24
39Ëê,,,,,,,,530000,2011,25
40Ëê,,,,,,,,530000,2011,26
41Ëê,,,,,,,,530000,2011,27
42Ëê,,,,,,,,530000,2011,28
43Ëê,,,,,,,,530000,2011,29
44Ëê,,,,,,,,530000,2011,30
45Ëê,,,,,,,,530000,2011,31
46Ëê,,,,,,,,530000,2011,32
47Ëê,,,,,,,,530000,2011,33
48Ëê,,,,,,,,530000,2011,34
49Ëê,,,,,,,,530000,2011,35
50Ëê,,,,,,,,530000,2011,36
51Ëê,,,,,,,,530000,2011,37
52Ëê,,,,,,,,530000,2011,38
53Ëê,,,,,,,,530000,2011,39
54Ëê,,,,,,,,530000,2011,40
55Ëê,,,,,,,,530000,2011,41
56Ëê,,,,,,,,530000,2011,42
57Ëê,,,,,,,,530000,2011,43
58Ëê,,,,,,,,530000,2011,44
59Ëê,,,,,,,,530000,2011,45
60Ëê,,,,,,,,530000,2011,46
61Ëê,,,,,,,,530000,2011,47
62Ëê,,,,,,,,530000,2011,48
63Ëê,,,,,,,,530000,2011,49
64Ëê,,,,,,,,530000,2011,50
65Ëê¼°ÒÔÉÏ,,,,,,,,530000,2011,51
ºÏ¼Æ,2528810,1687408,1070627,616781,841402,503594,337808,330000,2011,1
16Ëê¼°ÒÔÏÂ,0,0,0,0,0,0,0,330000,2011,2
17Ëê,0,0,0,0,0,0,0,330000,2011,3
18Ëê,0,0,0,0,0,0,0,330000,2011,4
19Ëê,0,0,0,0,0,0,0,330000,2011,5
20Ëê,0,0,0,0,0,0,0,330000,2011,6
21Ëê,0,0,0,0,0,0,0,330000,2011,7
22Ëê,0,0,0,0,0,0,0,330000,2011,8
23Ëê,0,0,0,0,0,0,0,330000,2011,9
24Ëê,0,0,0,0,0,0,0,330000,2011,10
25Ëê,0,0,0,0,0,0,0,330000,2011,11
26Ëê,0,0,0,0,0,0,0,330000,2011,12
27Ëê,0,0,0,0,0,0,0,330000,2011,13
28Ëê,733,518,256,261,215,108,108,330000,2011,14
29Ëê,1914,1353,554,799,561,197,363,330000,2011,15
30Ëê,4755,2987,1206,1781,1768,722,1045,330000,2011,16
31Ëê,6377,3977,1752,2225,2400,920,1481,330000,2011,17
32Ëê,15602,9801,4784,5018,5801,2562,3239,330000,2011,18
33Ëê,28009,18700,9562,9138,9310,4460,4850,330000,2011,19
34Ëê,43265,29774,15421,14353,13491,6550,6941,330000,2011,20
35Ëê,55163,38410,20280,18130,16753,8610,8143,330000,2011,21
36Ëê,69115,48356,25813,22543,20759,10283,10476,330000,2011,22
37Ëê,73567,50193,27118,23075,23375,11871,11503,330000,2011,23
38Ëê,90778,61257,33221,28036,29521,14550,14972,330000,2011,24
39Ëê,104137,68770,37272,31498,35367,17421,17946,330000,2011,25
40Ëê,117754,77147,42003,35143,40607,19741,20867,330000,2011,26
41Ëê,126078,81446,42885,38561,44632,21755,22877,330000,2011,27
42Ëê,126831,82665,42997,39668,44165,21010,23155,330000,2011,28
43Ëê,127975,83545,43250,40295,44430,20755,23675,330000,2011,29
44Ëê,109306,70340,36412,33928,38965,17982,20983,330000,2011,30
45Ëê,113651,72703,38069,34633,40948,19422,21526,330000,2011,31
46Ëê,126710,82334,43274,39059,44376,20476,23900,330000,2011,32
47Ëê,141840,92300,48816,43484,49540,23613,25928,330000,2011,33
48Ëê,186886,121723,64348,57375,65162,31033,34129,330000,2011,34
49Ëê,177934,117837,58853,58984,60097,27283,32814,330000,2011,35
50Ëê,62950,44519,34960,9559,18431,14940,3491,330000,2011,36
51Ëê,69123,48790,43101,5689,20333,19615,718,330000,2011,37
52Ëê,68629,48112,44483,3630,20517,20064,453,330000,2011,38
53Ëê,72663,49930,46597,3333,22733,22424,310,330000,2011,39
54Ëê,85397,58572,53701,4871,26825,25851,974,330000,2011,40
55Ëê,65222,45189,42656,2533,20032,19709,323,330000,2011,41
56Ëê,58835,40175,38517,1659,18659,18574,85,330000,2011,42
57Ëê,60592,40524,39388,1136,20068,19965,103,330000,2011,43
58Ëê,54756,36240,35261,980,18516,18431,85,330000,2011,44
59Ëê,55157,36560,35659,902,18597,18520,76,330000,2011,45
60Ëê,12031,8935,8098,837,3096,3055,40,330000,2011,46
61Ëê,4420,3985,3333,652,435,390,45,330000,2011,47
62Ëê,2253,2006,1399,608,247,206,40,330000,2011,48
63Ëê,1879,1708,1193,515,170,130,40,330000,2011,49
64Ëê,1682,1462,994,468,220,184,36,330000,2011,50
65Ëê¼°ÒÔÉÏ,4841,4562,3139,1423,278,211,67,330000,2011,51
ºÏ¼Æ,,,,,,,,500000,2011,1
16Ëê¼°ÒÔÏÂ,,,,,,,,500000,2011,2
17Ëê,,,,,,,,500000,2011,3
18Ëê,,,,,,,,500000,2011,4
19Ëê,,,,,,,,500000,2011,5
20Ëê,,,,,,,,500000,2011,6
21Ëê,,,,,,,,500000,2011,7
22Ëê,,,,,,,,500000,2011,8
23Ëê,,,,,,,,500000,2011,9
24Ëê,,,,,,,,500000,2011,10
25Ëê,,,,,,,,500000,2011,11
26Ëê,,,,,,,,500000,2011,12
27Ëê,,,,,,,,500000,2011,13
28Ëê,,,,,,,,500000,2011,14
29Ëê,,,,,,,,500000,2011,15
30Ëê,,,,,,,,500000,2011,16
31Ëê,,,,,,,,500000,2011,17
32Ëê,,,,,,,,500000,2011,18
33Ëê,,,,,,,,500000,2011,19
34Ëê,,,,,,,,500000,2011,20
35Ëê,,,,,,,,500000,2011,21
36Ëê,,,,,,,,500000,2011,22
37Ëê,,,,,,,,500000,2011,23
38Ëê,,,,,,,,500000,2011,24
39Ëê,,,,,,,,500000,2011,25
40Ëê,,,,,,,,500000,2011,26
41Ëê,,,,,,,,500000,2011,27
42Ëê,,,,,,,,500000,2011,28
43Ëê,,,,,,,,500000,2011,29
44Ëê,,,,,,,,500000,2011,30
45Ëê,,,,,,,,500000,2011,31
46Ëê,,,,,,,,500000,2011,32
47Ëê,,,,,,,,500000,2011,33
48Ëê,,,,,,,,500000,2011,34
49Ëê,,,,,,,,500000,2011,35
50Ëê,,,,,,,,500000,2011,36
51Ëê,,,,,,,,500000,2011,37
52Ëê,,,,,,,,500000,2011,38
53Ëê,,,,,,,,500000,2011,39
54Ëê,,,,,,,,500000,2011,40
55Ëê,,,,,,,,500000,2011,41
56Ëê,,,,,,,,500000,2011,42
57Ëê,,,,,,,,500000,2011,43
58Ëê,,,,,,,,500000,2011,44
59Ëê,,,,,,,,500000,2011,45
60Ëê,,,,,,,,500000,2011,46
61Ëê,,,,,,,,500000,2011,47
62Ëê,,,,,,,,500000,2011,48
63Ëê,,,,,,,,500000,2011,49
64Ëê,,,,,,,,500000,2011,50
65Ëê¼°ÒÔÉÏ,,,,,,,,500000,2011,51
